Order_ID,Order_Date,SKU,Product_Name,Category,Region,Store_Type,Units_Sold,Unit_Price,Discount,Revenue,Profit,Customer_Age,Gender,Payment_Method,image_url
100049,4/6/2023,AD-8784-A,Adicolor Hoodie,Apparel,North America,Online,2,64.26,0,128.52,48.57,18,Male,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/cb64f14e00914389b9790ba55a528715_9366/JW5965_21_model.jpg
100849,7/7/2023,AD-6074-D,Training Cap,Accessories,Europe,Online,5,21.03,10,94.64,38.46,39,Male,Google Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100240,3/25/2024,AD-4836-C,Adicolor Hoodie,Apparel,Asia-Pacific,Retail,2,64.45,0,128.9,40.96,42,Male,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/cb64f14e00914389b9790ba55a528715_9366/JW5965_21_model.jpg
100170,10/9/2024,AD-4941-D,Gym Bag,Accessories,Asia-Pacific,Online,4,44.19,0,176.76,58.37,36,Male,Cash,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
100523,6/20/2024,AD-6044-C,Sports Bottle,Accessories,Europe,Retail,4,13.98,5,53.12,18.21,51,Female,Google Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100765,7/7/2025,AD-4867-A,Training Shorts,Apparel,Latin America,Online,3,31,0,93,32.93,21,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100838,6/7/2024,AD-4954-C,Sports Bottle,Accessories,Europe,Retail,2,15.85,5,30.11,12,35,Male,NetBanking,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100423,7/17/2024,AD-2442-D,Primegreen Jacket,Apparel,North America,Retail,5,150.73,5,715.97,194.99,42,Female,Google Pay,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100380,5/13/2025,AD-8259-C,Training Cap,Accessories,Asia-Pacific,Wholesale,2,19.09,0,38.18,15.81,30,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100609,8/1/2024,AD-2084-B,Z.N.E. Hoodie,Apparel,North America,Retail,6,129.95,0,779.7,212.91,32,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
100676,12/9/2024,AD-1616-B,Predator Freak,Footwear,Asia-Pacific,Retail,3,226.72,20,544.13,140.89,16,Male,PayPal,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100344,5/6/2023,AD-9128-A,Ultraboost Light,Footwear,North America,Wholesale,3,146.78,0,440.34,112.48,42,Male,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
100109,9/13/2024,AD-2591-A,Training Shorts,Apparel,North America,Online,3,28.99,20,69.58,18.35,37,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100277,8/23/2025,AD-9180-B,Adilette Slides,Footwear,North America,Retail,4,34.95,5,132.81,48.4,26,Female,Apple Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100677,1/4/2025,AD-1074-B,Training Cap,Accessories,North America,Outlet,4,22.08,0,88.32,19.61,24,Male,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100570,9/19/2023,AD-1136-A,Copa Sense,Footwear,North America,Retail,3,146.31,10,395.04,83.22,20,Male,Google Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100358,5/21/2025,AD-2705-D,Running Watch Strap,Accessories,Asia-Pacific,Wholesale,1,41.79,10,37.61,11.63,29,Female,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100598,7/2/2023,AD-8460-C,Copa Sense,Footwear,Asia-Pacific,Retail,3,136.5,0,409.5,106.79,31,Female,PayPal,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100390,6/7/2024,AD-2045-C,Training Shorts,Apparel,Asia-Pacific,Online,4,28.95,0,115.8,33.4,18,Female,Google Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100893,12/3/2023,AD-4654-B,Copa Sense,Footwear,Latin America,Outlet,5,160.34,10,721.53,215.58,39,Male,Credit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100692,9/2/2023,AD-8452-D,Superstar,Footwear,Asia-Pacific,Online,3,84.09,10,227.04,53.17,30,Male,Credit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100727,3/3/2024,AD-6104-C,Performance Socks (3-pack),Accessories,North America,Online,4,18.77,0,75.08,28.42,34,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100362,3/18/2025,AD-5831-A,Running Watch Strap,Accessories,Asia-Pacific,Online,4,39.46,0,157.84,46.87,21,Male,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100596,9/26/2024,AD-1601-B,Sports Bottle,Accessories,North America,Online,1,13.56,0,13.56,5.32,34,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100427,4/27/2023,AD-9973-C,Stan Smith,Footwear,North America,Online,2,87.17,0,174.34,55.33,26,Female,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100070,8/6/2023,AD-1166-B,Training Shorts,Apparel,Europe,Outlet,4,31.14,0,124.56,35.28,39,Female,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100321,9/24/2025,AD-6081-D,Predator Freak,Footwear,Europe,Retail,4,233.68,0,934.72,328.49,19,Female,Debit Card,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100652,10/4/2023,AD-4193-C,Essentials Tee,Apparel,North America,Retail,3,27.31,0,81.93,29.76,30,Male,UPI,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
101065,4/10/2025,AD-6247-B,Superstar,Footwear,Latin America,Wholesale,7,95.23,0,666.61,186.65,24,Female,PayPal,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100107,4/20/2023,AD-7484-C,Adicolor Hoodie,Apparel,Europe,Online,2,70.5,5,133.95,41.43,42,Female,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/cb64f14e00914389b9790ba55a528715_9366/JW5965_21_model.jpg
101108,12/27/2023,AD-8517-D,Training Shorts,Apparel,Europe,Wholesale,5,34.01,0,170.05,38.42,16,Male,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100355,9/10/2025,AD-6285-B,Superstar,Footwear,Middle East & Africa,Online,2,97.13,5,184.55,50.99,29,Male,NetBanking,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100950,8/13/2024,AD-7524-D,Performance Socks (3-pack),Accessories,North America,Outlet,7,16.89,0,118.23,46.38,22,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100342,1/13/2023,AD-2376-C,Ultraboost Light,Footwear,Middle East & Africa,Online,4,128.36,0,513.44,113.36,26,Female,Cash,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
100354,1/4/2025,AD-2817-C,Copa Sense,Footwear,Latin America,Online,2,172.35,0,344.7,131.25,29,Male,PayPal,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100023,10/13/2023,AD-1828-A,Performance Socks (3-pack),Accessories,Latin America,Online,3,19.08,20,45.79,19.61,41,Female,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100043,3/22/2024,AD-8144-A,NMD_R1,Footwear,North America,Outlet,5,123.22,0,616.1,217.11,24,Male,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/8563f8e2e30a4df4821eae1e002e3dc9_9366/GW5698_01_00_standard.jpg
100243,9/22/2025,AD-7688-B,Training Shorts,Apparel,Asia-Pacific,Retail,4,30.87,0,123.48,26.64,22,Male,Apple Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100737,12/22/2024,AD-8486-C,Tiro 23 Track Pants,Apparel,North America,Online,2,56.88,0,113.76,35.37,23,Male,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
101135,7/29/2024,AD-2225-D,Superstar,Footwear,Asia-Pacific,Retail,2,99.59,5,189.22,63.97,36,Male,NetBanking,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100367,3/31/2023,AD-3798-C,Tiro 23 Track Pants,Apparel,Asia-Pacific,Retail,4,54.87,0,219.48,49.53,24,Male,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
100163,10/18/2024,AD-5670-A,Training Cap,Accessories,Asia-Pacific,Online,1,23.03,0,23.03,8.06,32,Female,Debit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
101115,9/9/2025,AD-1845-D,Running Watch Strap,Accessories,North America,Wholesale,5,38.71,0,193.55,41.29,18,Male,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100332,8/12/2025,AD-6488-A,Originals Backpack,Accessories,Europe,Retail,3,60.91,10,164.46,65.8,41,Female,Credit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100988,5/27/2025,AD-1353-D,Training Cap,Accessories,North America,Outlet,2,19.41,0,38.82,9.38,24,Female,PayPal,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
101172,9/3/2025,AD-5764-B,Superstar,Footwear,North America,Retail,2,82.12,0,164.24,57.54,51,Male,Debit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
101001,10/30/2024,AD-9292-C,Copa Sense,Footwear,North America,Retail,3,131.82,10,355.91,114.03,32,Male,Debit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100377,6/7/2025,AD-1613-B,Sports Bottle,Accessories,Latin America,Online,2,15,0,30,9.56,24,Female,Google Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100309,11/11/2024,AD-2494-A,Copa Sense,Footwear,Asia-Pacific,Retail,4,151.45,10,545.22,165.42,36,Female,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100155,8/19/2024,AD-2388-C,Predator Freak,Footwear,Europe,Retail,2,210.8,0,421.6,98.14,22,Female,PayPal,https://www.soccervillage.com/mm5/graphics/00000001/1/fy0610_g01.jpg
100210,7/15/2023,AD-2020-B,Ultraboost 22,Footwear,Europe,Online,3,166.49,5,474.5,157.64,25,Male,Google Pay,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
100086,1/27/2023,AD-5415-A,Superstar,Footwear,Asia-Pacific,Outlet,4,91.09,20,291.49,72.01,25,Female,Credit Card,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100168,9/20/2023,AD-5720-B,Adilette Slides,Footwear,Europe,Retail,3,37.99,0,113.97,40.85,27,Male,Debit Card,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100994,8/30/2024,AD-7498-D,Originals Backpack,Accessories,Asia-Pacific,Online,2,56.14,0,112.28,38.53,17,Male,UPI,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100051,11/2/2024,AD-3881-D,Ultraboost 22,Footwear,Latin America,Outlet,2,193.1,0,386.2,111.95,30,Female,UPI,https://justfreshkicks.com/wp-content/uploads/2021/12/adidas-Ultra-Boost-2022-Triple-White-GX5459-Release-Date-Price.jpeg
100438,2/7/2025,AD-4342-A,Copa Sense,Footwear,Asia-Pacific,Online,2,168.9,0,337.8,115.68,17,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100549,9/10/2025,AD-3931-D,Gym Bag,Accessories,Asia-Pacific,Retail,4,43.59,10,156.92,58.82,28,Male,UPI,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d525201fecc84b71af1761f4e9cc371a_9366/Lounge_Duffel_Bag_Grey_JK5352_01_00_standard.jpg
100490,8/16/2023,AD-1941-B,Training Shorts,Apparel,North America,Online,4,29.52,10,106.27,29.71,33,Other,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/14732790a86d43329cf8df8f1c77367e_9366/Designed_for_Training_Workout_Shorts_Black_IK9723_01_laydown.jpg
100425,4/25/2025,AD-8474-C,Superstar,Footwear,Middle East & Africa,Retail,2,91.8,0,183.6,31.17,31,Female,UPI,https://footdistrict.com/cdn/shop/files/sneakers-adidas-originals-superstar-eg4958-0.jpg
100135,7/4/2023,AD-7566-A,Essentials Tee,Apparel,Europe,Online,2,24.81,0,49.62,13.78,38,Male,PayPal,https://shop.simon.com/cdn/shop/files/3f84ca8be8d64d3fb9b66db4a3b02046.jpg
101191,10/13/2023,AD-3955-C,Tiro 23 Track Pants,Apparel,North America,Outlet,5,54.27,0,271.35,74.1,17,Male,Google Pay,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
100054,10/3/2024,AD-9849-A,Adicolor Hoodie,Apparel,North America,Online,1,74.96,40,44.98,11.34,25,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/cb64f14e00914389b9790ba55a528715_9366/JW5965_21_model.jpg
100078,2/15/2024,AD-2395-B,Training Cap,Accessories,Asia-Pacific,Online,4,24.67,10,88.81,31.25,19,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100430,2/14/2025,AD-8493-B,Originals Backpack,Accessories,Asia-Pacific,Retail,2,63.2,10,113.76,41.22,39,Male,Google Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100184,9/13/2023,AD-5288-C,Stan Smith,Footwear,North America,Retail,2,75.76,10,136.37,38.76,17,Female,Debit Card,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100056,3/1/2024,AD-7232-D,Ultraboost Light,Footwear,Europe,Outlet,3,154.34,20,370.42,121.89,35,Female,Credit Card,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
100942,5/30/2024,AD-6060-B,Running Watch Strap,Accessories,North America,Online,4,36.04,0,144.16,60.23,35,Female,Debit Card,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/bfdb966c006f4a02a9b6ad0e00a5b1b4_9366/Running_Strap_Black_HN5572_01_standard.jpg
100850,7/10/2025,AD-9270-D,Z.N.E. Hoodie,Apparel,Europe,Retail,2,109.53,0,219.06,71.78,31,Female,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/513a21b39fd644cf83561016dfa26f68_9366/JE7537_21_model.jpg
101163,11/10/2024,AD-9484-D,Training Cap,Accessories,Europe,Outlet,3,23.8,40,42.84,21.01,44,Male,Cash,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
100218,4/13/2023,AD-7666-D,Originals Backpack,Accessories,Europe,Retail,2,55.24,5,104.96,18.82,43,Male,PayPal,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
100844,8/25/2024,AD-8210-D,Sports Bottle,Accessories,Europe,Online,3,15.38,0,46.14,14.62,35,Male,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/dffb7992446842a98f73aa860118cfee_9366/FM9931_01_00_standard.jpg
100113,2/11/2025,AD-2479-D,Adicolor Hoodie,Apparel,Asia-Pacific,Wholesale,4,76.99,0,307.96,66.06,23,Female,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/cb64f14e00914389b9790ba55a528715_9366/JW5965_21_model.jpg
100548,3/24/2025,AD-2276-B,Ultraboost Light,Footwear,North America,Online,1,136.94,0,136.94,32.32,16,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723747674/Go%20Live%20images/Batch%203/ID3316/ID3316_14_FOOTWEAR_Photography_HeroMrktng_View_3_uk3cpt.jpg
101018,5/6/2024,AD-1227-B,Training Cap,Accessories,Middle East & Africa,Outlet,4,22.74,0,90.96,32.31,24,Female,Apple Pay,https://res.cloudinary.com/dtc2q8arn/image/upload/v1723744392/Go%20Live%20images/Batch%203/IP2780/IP2780_1_HARDWARE_Photography_Front_Center_View_grey_jkmmpe.jpg
101072,9/6/2023,AD-7184-A,Adilette Slides,Footwear,North America,Online,2,32.85,0,65.7,17.73,26,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69e60b96568f41ac8fa4afd3012d46e3_9366/Adilette_Aqua_Slides_Black_IF7371_01_standard.jpg
100174,10/8/2024,AD-4302-A,Copa Sense,Footwear,North America,Retail,3,161.7,0,485.1,128.55,32,Male,NetBanking,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
101022,5/9/2024,AD-9446-A,Tiro 23 Track Pants,Apparel,North America,Retail,2,59.29,40,71.15,25.9,21,Male,NetBanking,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/d02df6c17bf34147ae3faef5011f4841_9366/Tiro_23_League_Training_Pants_Black_HS7230_01_laydown.jpg
100615,4/15/2024,AD-6460-D,Primegreen Jacket,Apparel,Europe,Online,3,149.82,0,449.46,118.22,25,Female,Debit Card,"https://assets.adidas.com/images/c_fill,g_auto,w_1200,h_630,f_auto,q_auto/w_600,f_auto,q_auto/8d7b43159e2643c08d3fad250061730c_9366/Essentials_Warm-Up_3-Stripes_Track_Jacket_Black_H46099_01_laydown.jpg"
100513,2/26/2024,AD-5663-C,Stan Smith,Footwear,Asia-Pacific,Retail,6,94.05,5,536.08,131.25,27,Female,PayPal,https://assets.adidas.com/images/w_600%2Cf_auto%2Cq_auto/69721f2e7c934d909168a80e00818569_9366/Stan_Smith_Shoes_White_M20324_01_standard.jpg
100461,5/12/2024,AD-6182-D,Performance Socks (3-pack),Accessories,Asia-Pacific,Retail,3,18.68,5,53.24,22.85,35,Male,Cash,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/717ff966f0854fe089472eb7a83debd8_9366/JC6446_03_standard_hover.jpg
100286,7/19/2024,AD-4053-D,Copa Sense,Footwear,Europe,Retail,3,172.13,5,490.57,163.9,24,Female,PayPal,https://res.cloudinary.com/dtc2q8arn/image/upload/v1727704399/Batch%204_5/GZ1370/GZ1370_1_FOOTWEAR_Photography_Side_Lateral_Center_View_grey_ooqo8x.jpg
100381,10/3/2023,AD-8937-C,Originals Backpack,Accessories,North America,Online,4,64.82,0,259.28,65.5,36,Female,Apple Pay,https://assets.adidas.com/images/w_940%2Cf_auto%2Cq_auto/6e58dbe12eed418ba809246a19b2bd7d_9366/IU0178_01_00_standard.jpg
